statement,cluster,tsne_1,tsne_2,cluster_size,cluster_keywords,cluster_coherence
The AI system's transition graphs enhance step tracking in procedures like latte-making and wound care.,0,-13.130161,-25.215805,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Human-like physical bodies in AI systems significantly increase moral consideration towards them.,2,14.277098,21.294407,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Exposure to incorrect AI predictions can decrease user accuracy in claim assessment.,3,25.738552,-2.402382,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
Explicit metaphorical thinking scaffolds participants' use of ambiguity as a resource.,5,-28.880424,5.9823065,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
The influence of AI predictions on user judgment decreases when users provide reasoning for their assessments.,1,22.498291,-0.45128927,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
AI personas provide on-demand feedback that inspires text revisions by offering diverse perspectives.,0,-22.418455,11.646056,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Insufficiently designed AI explanations can decrease system acceptance among users.,1,17.024958,-4.1305556,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"AI decision support systems enhance therapist assessment accuracy, increasing agreement from 0.66 to 0.71 F1-scores.",0,-3.503169,-22.354141,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Holistic cognitive style correlates with a preference for goal explanations in AI systems.,2,41.57492,25.709383,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
Crowdsourcing enables the creation and validation of geographically tailored bias tests.,6,22.454382,-37.005917,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Human saliency maps enhance understanding of AI answers more effectively than machine saliency maps.,6,3.7029817,12.834621,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
AI products adhering to HAI guidelines are generally more inclusive of diverse problem-solving styles.,2,0.91162735,9.516185,119,"ai, human, systems, perceived, participants, agents, user, ai systems, interaction, ai agents",-0.753548300363739
"Some XAI methods increase user confidence in activity recognition accuracy, while others decrease it.",3,24.597818,-8.849497,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI-assisted decision-making training enhances novice performance by aligning their disagreement patterns with those of experienced workers.,0,2.4614742,1.9517595,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
AI-assisted child maltreatment screening relies on workers' contextual knowledge beyond the AI model's data.,0,15.597512,-27.12012,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
CDSSs in ICUs must adapt their interfaces to accommodate varying user goals and contextual factors.,4,3.6680791,-33.538784,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Multimodal prompt input encourages designers to explore and express themselves more effectively.,5,-27.244255,17.571186,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
Behavior Trees (BTs) generated from human video demonstrations enable robots to learn tasks without pre-programming.,5,-14.01708,30.392809,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"AI writing systems address rhetorical context issues, but only in basic ways.",0,-2.6525443,39.91861,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
Stylette reduces the learning curve for web styling by enabling users to perform changes 35% faster than traditional developer tools.,5,-57.75144,2.727848,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
"Risk assessment algorithms overlook systemic risk factors, leading to biased decision-making in child welfare.",3,47.38985,-6.4606733,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
AI systems improve performance in rehabilitation assessments from an average F1-score of 0.8377 to 0.9116 after incorporating therapist feedback.,0,-3.2864077,-21.039936,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
"Participatory foundation models enable marginalized communities to shape AI applications in specific domains, enhancing justice through distributed governance.",1,7.121835,-23.888102,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
"Assigned creator type, whether human or AI, did not influence the judgment of the content quality.",3,31.694387,23.440563,177,"ai, systems, trust, user, ai systems, influence, participants, decision, users, human",-0.7693697108088192
"Developers use community-shared experiences to evaluate AI tool suggestions, fostering informed trust.",1,8.668106,-19.259153,106,"ai, explanations, trust, ai explanations, user, enhance, transparency, users, model, models",-0.7234700343267677
Generative conversational AI enhances user confidence and comfort in LGBTQIA+ advocacy scenarios.,7,-4.452085,17.288147,109,"ai, generative, generative ai, enhance, creative, models, tools, design, enhances, creativity",-0.7454560666892962
ML-based teaching systems enable cost-effective knowledge transfer from experts to novices in organizations.,6,-0.40909767,3.7834074,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Users can adjust their oral movements to improve the accuracy of AI-driven voice recognition.,0,-30.033613,23.243523,190,"ai, enhance, systems, user, improve, accuracy, users, learning, design, ai systems",-0.7774319254490174
The cooperative approach delivers design outcomes comparable to an optimization process without designer input but with greater efficiency and higher designer engagement.,5,-49.68569,7.7982655,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
AccessMeta effectively links accessibility classes to open-source 3D augmentation designs.,5,-26.43816,-9.473258,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
RUBICON achieves higher accuracy and yield rates than existing baselines in differentiating conversation quality.,6,-28.963799,-35.05129,117,"models, accuracy, learning, performance, model, improves, data, machine, improve, users",-0.8384698864743367
Non-human metaphors in conversational agents increase worker engagement in crowdsourcing tasks.,4,13.038955,31.94988,133,"users, user, perceived, conversational, ai, participants, engagement, task, systems, social",-0.8438458491458725
Chunking and recombination mechanisms in AnalogiLead led to 64% longer processing times.,5,1.3844811,-10.962702,126,"users, enhances, user, enables, learning, data, tasks, enhance, design, efficiency",-0.8613863347359014
